x_id,subject,subject_type,relation,y_id,object,object_type,source
161,caries,disease,disease_has_clinical manifestations,1864,approximal cavity/dentin level,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_has_clinical manifestations,1865,occlusal caries,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_has_clinical manifestations,1866,deciduous teeth,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,examination,examination_at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,medicine,medicine_treats_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,medicine,medicine_treats_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,medicine,medicine_side-effect_symptom,478,radiographic examination,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,medicine,medicine_side-effect_symptom,1869,visual examination alone,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_usually happens_population,1870,lithuanian children,population,suo_._second_term_800_chunks_P3_10_chunk_109
1863,non-cavitated enamel lesions,clinical manifestations,clinical manifestations_happens at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
1864,approximal cavity/dentin level,clinical manifestations,clinical manifestations_happens at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
1865,occlusal caries,clinical manifestations,clinical manifestations_happens at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_happens at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_lack response_examination,1867,clinical–visual examination,examination,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_lack response_examination,1868,bitewing radiography,examination,suo_._second_term_800_chunks_P3_10_chunk_109
1863,non-cavitated enamel lesions,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1864,approximal cavity/dentin level,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1865,occlusal caries,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1863,non-cavitated enamel lesions,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1864,approximal cavity/dentin level,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1865,occlusal caries,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1866,deciduous teeth,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1866,deciduous teeth,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1870,lithuanian children,population,parent-child,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,medicine,medicine_contraindication_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,medicine,medicine_contraindication_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,medicine,medicine_side-effect_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,medicine,medicine_side-effect_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_symptom,1863,non-cavitated enamel lesions,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_symptom,1864,approximal cavity/dentin level,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_symptom,1865,occlusal caries,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_symptom,1866,deciduous teeth,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_examination,1867,clinical–visual examination,examination,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_examination,1868,bitewing radiography,examination,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_happens at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
1866,deciduous teeth,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1866,deciduous teeth,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,examination,examination_at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,examination,examination_at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,medicine,medicine_treats_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,medicine,medicine_treats_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1867,clinical–visual examination,medicine,medicine_side-effect_symptom,1869,visual examination alone,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
1868,bitewing radiography,medicine,medicine_side-effect_symptom,478,radiographic examination,symptom,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,disease,disease_usually happens_population,1870,lithuanian children,population,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_happens at_oral part,1866,deciduous teeth,oral part,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_use_treatment,1867,clinical–visual examination,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
161,caries,clinical manifestations,clinical manifestations_use_treatment,1868,bitewing radiography,treatment,suo_._second_term_800_chunks_P3_10_chunk_109
1870,lithuanian children,population,parent-child,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_109
1871,fluoride varnish,medicine,medicine_has_description,1872,cost-effective,description,suo_._second_term_800_chunks_P3_10_chunk_1090
1873,fluoride mouthrinses,medicine,medicine_has_description,1874,economic assessments,description,suo_._second_term_800_chunks_P3_10_chunk_1091
1875,sealants,medicine,medicine_contraindication_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1092
1342,dental caries,disease,disease_caused_disease,1342,dental caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1093
1342,dental caries,disease,disease_caused_disease,1837,caries experience,disease,suo_._second_term_800_chunks_P3_10_chunk_1095
1342,dental caries,disease,disease_caused_disease,1876,arrested occlusal caries,disease,suo_._second_term_800_chunks_P3_10_chunk_11
1866,deciduous teeth,population,disease_usually happens_population,1877,recurrent caries,disease,suo_._second_term_800_chunks_P3_10_chunk_110
1878,dentin caries,disease,disease_caused_disease,1879,enamel caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1101
161,caries,disease,disease_caused_disease,1880,variation,disease,suo_._second_term_800_chunks_P3_10_chunk_1103
161,caries,disease,disease_has_clinical manifestations,1881,sensitivity values,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1104
1882,caries-detection criteria,description,examination_has_description,1883,examiners,examination,suo_._second_term_800_chunks_P3_10_chunk_1107
161,caries,disease,disease_caused_disease,1884,variation in caries detection,disease,suo_._second_term_800_chunks_P3_10_chunk_1109
161,caries,disease,disease_caused_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1113
161,caries,disease,disease_caused_disease,161,caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1116
1843,caries lesions,disease,disease_caused_disease,1885,variation in both restorative and non-operative management decisions,disease,suo_._second_term_800_chunks_P3_10_chunk_1120
161,caries,disease,disease_caused_disease,1884,variation in caries detection,disease,suo_._second_term_800_chunks_P3_10_chunk_1121
1886,treatment outcomes,treatment,treatment_has_description,1887,oral health outcomes,description,suo_._second_term_800_chunks_P3_10_chunk_1122
1342,dental caries,disease,disease_has_clinical manifestations,1888,improvement in the patient disease status or disease risk status,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1123
1889,pulpal death,disease,disease_caused_disease,1890,eventual loss of the tooth,disease,suo_._second_term_800_chunks_P3_10_chunk_1125
161,caries,disease,disease_caused_disease,1878,dentin caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1126
1891,non-operative treatment,treatment,treatment_has_description,1892,cessation of demineralization and possibly partial remineralization,description,suo_._second_term_800_chunks_P3_10_chunk_1127
1893,evidence-based dentistry,medicine,medicine_has_description,1894,systematic reviews,description,suo_._second_term_800_chunks_P3_10_chunk_1129
161,caries,disease,disease_has_clinical manifestations,1895,caries detection,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1138
1896,topical fluoride,medicine,medicine_treats_disease,1342,dental caries,disease,suo_._second_term_800_chunks_P3_10_chunk_1142
1342,dental caries,disease,disease_usually happens_population,1897,low-income countries,population,suo_._second_term_800_chunks_P3_10_chunk_1144
161,caries,disease,disease_caused_disease,1898,periodontal diseases,disease,suo_._second_term_800_chunks_P3_10_chunk_1146
537,tuberculosis,disease,disease_caused_disease,1308,tooth decay,disease,suo_._second_term_800_chunks_P3_10_chunk_1148
540,gingivitis,disease,disease_caused_disease,541,periodontitis,disease,suo_._second_term_800_chunks_P3_10_chunk_1150
541,periodontitis,disease,disease_caused_disease,1899,systemic diseases,disease,suo_._second_term_800_chunks_P3_10_chunk_1152
541,periodontitis,disease,disease_caused_disease,1900,tooth loss,disease,suo_._second_term_800_chunks_P3_10_chunk_1154
1898,periodontal diseases,disease,disease_has_clinical manifestations,1901,"pockets 6+ mm (code 4), pockets 4–5 mm (code 3), calculus (code 2) or bleeding on probing (code 1)",clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1157
161,caries,disease,disease_caused_disease,1836,cavities,disease,suo_._second_term_800_chunks_P3_10_chunk_116
1902,dmft,clinical manifestations,disease_has_clinical manifestations,1903,caries lesion formation,disease,suo_._second_term_800_chunks_P3_10_chunk_1160
540,gingivitis,disease,disease_caused_disease,541,periodontitis,disease,suo_._second_term_800_chunks_P3_10_chunk_1161
161,caries,disease,disease_has_clinical manifestations,1900,tooth loss,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1163
1898,periodontal diseases,disease,disease_has_clinical manifestations,1904,edentulism,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1163
161,caries,disease,disease_has_description,1308,tooth decay,description,suo_._second_term_800_chunks_P3_10_chunk_1163
1898,periodontal diseases,disease,disease_has_description,1905,gum disease,description,suo_._second_term_800_chunks_P3_10_chunk_1163
1342,dental caries,disease,disease_caused_disease,1904,edentulism,disease,suo_._second_term_800_chunks_P3_10_chunk_1164
1900,tooth loss,disease,disease_caused_disease,1906,non-disease causes,disease,suo_._second_term_800_chunks_P3_10_chunk_1166
1342,dental caries,disease,disease_caused_disease,541,periodontitis,disease,suo_._second_term_800_chunks_P3_10_chunk_1167
541,periodontitis,disease,disease_caused_disease,1907,clinical attachment loss,disease,suo_._second_term_800_chunks_P3_10_chunk_1168
161,caries,disease,disease_has_clinical manifestations,1908,cavitation,clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_117
1764,gingival bleeding,symptom,symptom_cause_symptom,1764,gingival bleeding,symptom,suo_._second_term_800_chunks_P3_10_chunk_1171
1764,gingival bleeding,symptom,parent-child,540,gingivitis,disease,suo_._second_term_800_chunks_P3_10_chunk_1171
1764,gingival bleeding,symptom,parent-child,540,gingivitis,disease,suo_._second_term_800_chunks_P3_10_chunk_1171
1909,early caries,disease,disease_caused_disease,1910,early childhood caries (ecc),disease,suo_._second_term_800_chunks_P3_10_chunk_1173
540,gingivitis,disease,disease_caused_disease,541,periodontitis,disease,suo_._second_term_800_chunks_P3_10_chunk_1174
1342,dental caries,disease,disease_caused_disease,1910,early childhood caries (ecc),disease,suo_._second_term_800_chunks_P3_10_chunk_1175
1911,ecc,disease,disease_has_clinical manifestations,1912,"decayed, missing, or filled surface in any primary tooth",clinical manifestations,suo_._second_term_800_chunks_P3_10_chunk_1176
